Brand,Price,Body.Type,Fuel.Type,Gearbox.Type,Power.hp,Displacement.l,Torque.lbft,Cylinders,Drivetrain,MPG.City,MPG.Highway,Seats,Doors,Height.in,Length.in,Width.in,Wheelbase.in,Air.Conditioner,Heater,AntiLock.Braking.System,Central.Locking,Power.Steering,Power.Windows,Anti.Lock.Braking,Brake.Assist,Central.Locking.1,Power.Door.Locks,Child.Safety.Locks,Rear.Seat.Belts,Door.Ajar.Warning,Adjustable.Seats,Crash.Sensor,Engine.Check.Warning,Rear.Camera,Anti.Theft.Device,Touch.Screen,Audio.System.Remote.Control,Speakers.Front...back,Bluetooth.Connectivity,USB...Auxiliary.Input,Adjustable.Steering.Column,Height.Adjustable.Driving.Seat,Digital.Clock,Electric.Folding.Rear.View.Mirror,Automatic.Climate.Control,Low.Fuel.Warning.Light,Parking.Sensors,Bottle.Holder,Seat.Belt.Warning,Vehicle.Stability.Control.System,Engine.Immobilizer,Rear.Reading.Lamp 
Infiniti,47500,SUV,Petrol,CVT,268.0,2.0,280.0,4.0,all,18.0,25.0,5.0,4.0,74.9,186.3,63.8,110.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0,Yes,Yes,Yes,Yes,Yes,0
BMW,47400,Coupe,Petrol,Automatic,255.0,2.0,295.0,4.0,rear,25.0,34.0,4.0,2.0,54.6,187.9,72.9,112.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
KIA,47380,SUV,Electric,Automatic,201.0,2.9,292.0,4.0,front,0.0,0.0,5.0,4.0,63.1,165.1,70.8,102.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0,0,Yes,Yes,Yes,Yes,Yes,0
Nissan,47340,SUV,Petrol,Automatic,400.0,5.6,413.0,4.0,all,18.0,25.0,5.0,4.0,78.0,242.7,79.5,151.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Nissan,47340,SUV,Petrol,Automatic,400.0,5.6,413.0,4.0,all,18.0,25.0,5.0,4.0,78.0,242.7,79.5,151.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Audi,47300,Hatchback,Petrol,Automatic,201.0,2.0,236.0,4.0,all,24.0,33.0,5.0,4.0,54.6,187.2,72.6,111.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0,Yes,Yes,Yes,Yes,Yes,Yes
MG,47210,SUV,Diesel,Automatic,296.0,2.0,306.0,4.0,front,28.0,33.0,7.0,5.0,75.0,199.0,77.0,118.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0,Yes,Yes,Yes,Yes,Yes,Yes,0
Alfa Romeo,47200,SUV,Petrol,Automatic,280.0,2.0,306.0,4.0,all,22.0,28.0,5.0,4.0,66.0,184.6,74.9,111.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Acura,47200,SUV,Petrol,Automatic,290.0,3.5,267.0,6.0,front,19.0,26.0,7.0,4.0,67.1,198.4,78.7,113.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Toyota,47150,SUV,Diesel,Automatic,296.0,2.8,306.0,4.0,front,13.0,17.0,7.0,4.0,72.2,188.7,73.0,108.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Alfa Romeo,47150,SUV,Petrol,Automatic,280.0,2.0,306.0,4.0,all,22.0,28.0,5.0,4.0,66.0,184.6,74.9,111.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Acura,47150,SUV,Petrol,Automatic,272.0,2.0,280.0,4.0,all,21.0,26.0,5.0,4.0,65.7,186.7,74.8,108.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Alfa Romeo,47100,SUV,Petrol,Automatic,280.0,2.0,306.0,4.0,all,22.0,28.0,5.0,4.0,66.0,184.6,74.9,111.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Alfa Romeo,47090,Sedan,Petrol,Automatic,280.0,2.0,306.0,4.0,all,23.0,31.0,5.0,4.0,57.1,182.5,73.7,111.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Alfa Romeo,47090,Sedan,Petrol,Automatic,280.0,2.0,306.0,4.0,all,23.0,31.0,5.0,4.0,57.1,182.5,73.7,111.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Lexus,47050,SUV,Petrol,Automatic,275.0,2.4,317.0,4.0,all,22.0,28.0,5.0,4.0,65.4,183.5,73.4,105.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
KIA,47000,SUV,Petrol,Automatic,201.0,2.9,292.0,4.0,all,18.0,25.0,5.0,5.0,64.0,186.3,74.9,108.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0,0,Yes,Yes,Yes,Yes,Yes,0
Jaguar,47000,Sedan,Petrol,Automatic,246.0,2.0,269.0,4.0,rear,25.0,33.0,5.0,4.0,57.3,195.4,78.0,116.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Jaguar,47000,Sedan,Petrol,Automatic,246.0,2.0,269.0,4.0,rear,25.0,33.0,5.0,4.0,57.3,195.4,78.0,116.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Tesla,46990,Sedan,Electric,Automatic,296.0,2.9,306.0,4.0,all,0.0,0.0,5.0,4.0,56.8,184.8,72.8,113.2,Yes,Yes,0,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes
Lexus,46970,SUV,Petrol,Automatic,295.0,3.5,267.0,6.0,all,19.0,26.0,5.0,4.0,67.7,192.5,74.6,109.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Ford,46950,Truck,Petrol,Automatic,385.0,7.3,430.0,4.0,rear,18.0,25.0,3.0,4.0,78.1,231.8,96.0,164.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Lexus,46920,SUV,Petrol,Automatic,275.0,2.4,317.0,4.0,front,19.0,26.0,5.0,4.0,67.7,192.5,74.6,109.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Infiniti,46800,SUV,Petrol,CVT,268.0,2.0,280.0,4.0,front,23.0,29.0,5.0,4.0,66.0,184.7,74.9,110.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Volvo,46750,Sedan,Petrol,Automatic,248.0,2.0,258.0,4.0,front,26.0,35.0,5.0,4.0,56.3,187.4,72.8,113.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Volvo,46750,Sedan,Petrol,Automatic,248.0,2.0,258.0,4.0,front,26.0,35.0,5.0,4.0,56.3,187.4,72.8,113.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Genesis,46750,Sedan,Petrol,Automatic,365.0,3.3,376.0,6.0,all,17.0,26.0,5.0,4.0,55.1,184.4,72.8,111.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0,Yes,Yes,Yes,Yes,Yes,0
Chevrolet,46700,Truck,Petrol,Automatic,310.0,2.7,430.0,4.0,rear,19.0,22.0,6.0,4.0,75.6,231.88,81.24,147.45,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Toyota,46685,Truck,Petrol,Automatic,159.0,2.7,180.0,6.0,rear,20.0,23.0,8.0,4.0,70.6,212.3,74.4,127.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes
Skoda,46630,Coupe,Electric,Automatic,177.0,2.9,229.0,4.0,all,0.0,0.0,5.0,4.0,63.6,183.1,73.9,108.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Land Rover,46600,SUV,Petrol,Automatic,246.0,2.0,269.0,4.0,all,20.0,27.0,5.0,4.0,64.9,172.1,75.0,105.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Cadillac,46590,Sedan,Petrol,Automatic,325.0,2.7,380.0,4.0,rear,20.0,29.0,5.0,4.0,56.0,187.2,71.4,109.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Lexus,46510,Sedan,Petrol,Automatic,302.0,3.5,267.0,6.0,front,22.0,32.0,5.0,4.0,56.9,195.9,73.4,113.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Infiniti,46500,SUV,Petrol,CVT,268.0,2.0,280.0,4.0,all,22.0,28.0,5.0,4.0,63.8,186.3,74.9,110.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes
Infiniti,46500,SUV,Petrol,CVT,268.0,2.0,280.0,4.0,all,18.0,25.0,5.0,4.0,74.9,186.3,63.8,110.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes
Volvo,46500,SUV,Unknown,Automatic,247.0,2.0,258.0,4.0,all,23.0,30.0,5.0,4.0,65.3,174.2,73.7,106.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Volvo,46500,SUV,Unknown,Automatic,247.0,2.0,258.0,4.0,all,23.0,30.0,5.0,4.0,65.3,174.2,73.7,106.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
BMW,46400,Sedan,Unknown,Automatic,301.0,2.0,332.0,4.0,all,24.0,33.0,5.0,4.0,55.9,178.5,70.9,105.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Subaru,46295,SUV,Petrol,CVT,260.0,2.4,277.0,4.0,all,20.0,26.0,8.0,5.0,71.6,196.8,76.0,113.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Skoda,46260,Sedan,Petrol,Automatic,188.0,2.9,320.0,4.0,front,18.0,25.0,5.0,4.0,59.0,195.0,75.0,114.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Honda,46230,SUV,Petrol,Automatic,280.0,3.5,262.0,6.0,all,18.0,24.0,5.0,4.0,70.8,210.2,78.6,125.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Dodge,46220,Sedan,Petrol,Automatic,485.0,6.4,475.0,8.0,rear,15.0,24.0,5.0,4.0,57.8,200.8,75.0,120.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Chevrolet,46200,Truck,Petrol,Automatic,401.0,6.6,464.0,8.0,rear,15.0,20.0,6.0,4.0,79.94,235.5,81.75,141.55,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Alfa Romeo,46200,SUV,Petrol,Automatic,280.0,2.0,306.0,4.0,all,22.0,28.0,5.0,4.0,66.0,184.6,74.9,111.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Alfa Romeo,46200,SUV,Petrol,Automatic,280.0,2.0,306.0,4.0,rear,22.0,28.0,5.0,4.0,66.0,184.6,74.9,111.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Volkswagen,46140,SUV,Petrol,Automatic,276.0,3.6,266.0,6.0,all,18.0,23.0,7.0,4.0,70.4,200.7,78.3,117.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
KIA,46100,SUV,Electric,Automatic,134.0,2.9,292.0,4.0,front,0.0,0.0,5.0,4.0,61.8,172.2,71.0,106.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0,0,Yes,Yes,Yes,Yes,Yes,0
Jaguar,46090,SUV,Petrol,Automatic,246.0,2.0,269.0,4.0,all,21.0,28.0,5.0,4.0,64.9,173.0,74.7,105.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Audi,46000,SUV,Petrol,Automatic,261.0,2.0,273.0,4.0,all,23.0,29.0,5.0,4.0,65.5,184.3,74.5,111.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Jaguar,45990,SUV,Petrol,Automatic,246.0,2.0,269.0,4.0,all,21.0,28.0,5.0,4.0,64.9,173.0,74.7,105.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Cadillac,45990,SUV,Petrol,Automatic,237.0,2.0,258.0,6.0,front,22.0,29.0,5.0,4.0,66.1,189.6,74.9,112.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Alfa Romeo,45990,Sedan,Petrol,Automatic,280.0,2.0,306.0,4.0,rear,24.0,33.0,5.0,4.0,57.1,182.5,73.7,111.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Alfa Romeo,45990,Sedan,Petrol,Automatic,280.0,2.0,306.0,4.0,rear,24.0,33.0,5.0,4.0,57.1,182.5,73.7,111.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Alfa Romeo,45990,Sedan,Petrol,Automatic,280.0,2.0,306.0,4.0,rear,24.0,33.0,5.0,4.0,57.1,182.5,73.7,111.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Alfa Romeo,45950,Sedan,Petrol,Automatic,280.0,2.0,306.0,4.0,all,23.0,31.0,5.0,4.0,56.5,182.5,73.7,111.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Lexus,45920,SUV,Petrol,Automatic,275.0,2.4,317.0,4.0,front,20.0,27.0,5.0,4.0,67.7,192.5,74.6,109.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Alfa Romeo,45900,Sedan,Petrol,Automatic,280.0,2.0,306.0,4.0,rear,24.0,33.0,5.0,4.0,57.1,182.5,73.7,111.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Ford,45850,SUV,Electric,Automatic,266.0,2.9,428.0,4.0,all,0.0,0.0,5.0,4.0,63.0,186.0,74.1,117.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Ford,45760,Truck,Diesel,Automatic,296.0,6.2,306.0,4.0,rear,18.0,25.0,5.0,4.0,78.1,231.8,96.0,142.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Ford,45760,Truck,Petrol,Automatic,290.0,3.3,265.0,6.0,rear,20.0,24.0,3.0,2.0,75.6,231.9,79.9,122.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Buick,45760,SUV,Petrol,Automatic,228.0,2.0,258.0,4.0,all,22.0,29.0,5.0,4.0,64.6,182.5,74.1,109.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0,Yes,Yes,Yes,Yes,Yes,0
Alfa Romeo,45750,SUV,Petrol,Automatic,280.0,2.9,306.0,4.0,all,22.0,28.0,5.0,4.0,66.0,184.6,74.9,111.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Volvo,45750,SUV,Petrol,Automatic,247.0,2.0,258.0,4.0,all,23.0,29.0,5.0,4.0,65.3,185.4,74.9,112.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
