Unnamed: 0,Price,Body.Type,Fuel.Type,Gearbox.Type,Power.hp,Displacement.l,Torque.lbft,Cylinders,Drivetrain,MPG.City,MPG.Highway,Seats,Doors,Height.in,Length.in,Width.in,Wheelbase.in,Clearance.in,Air.Conditioner,Heater,AntiLock.Braking.System,Central.Locking,Power.Steering,Power.Windows,Anti.Lock.Braking,Brake.Assist,Central.Locking.1,Power.Door.Locks,Child.Safety.Locks,Rear.Seat.Belts,Door.Ajar.Warning,Adjustable.Seats,Crash.Sensor,Engine.Check.Warning,Rear.Camera,Anti.Theft.Device,Touch.Screen,Audio.System.Remote.Control,Speakers.Front...back,Bluetooth.Connectivity,USB...Auxiliary.Input,Adjustable.Steering.Column,Height.Adjustable.Driving.Seat,Digital.Clock,Electric.Folding.Rear.View.Mirror,Automatic.Climate.Control,Low.Fuel.Warning.Light,Parking.Sensors,Bottle.Holder,Seat.Belt.Warning,Vehicle.Stability.Control.System,Engine.Immobilizer,Rear.Reading.Lamp
767,74900.0,SUV,Petrol,Automatic,400.0,5.6,413.0,8.0,rear,14.0,20.0,7.0,5.0,75.8,210.2,79.9,121.1,9.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
768,81750.0,SUV,Petrol,Automatic,400.0,5.6,413.0,8.0,rear,14.0,20.0,7.0,5.0,75.8,210.2,79.9,121.1,9.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
773,41750.0,Coupe,Petrol,Automatic,300.0,3.0,295.0,6.0,rear,19.0,28.0,4.0,2.0,54.5,184.4,72.8,112.2,4.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
775,84850.0,SUV,Petrol,Automatic,400.0,5.6,413.0,8.0,rear,14.0,20.0,7.0,5.0,75.8,210.2,79.9,121.1,9.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
778,60100.0,Coupe,Petrol,Automatic,400.0,3.0,350.0,6.0,all,19.0,26.0,4.0,2.0,54.9,184.4,72.8,112.2,4.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
779,58100.0,Coupe,Petrol,Automatic,400.0,3.0,350.0,6.0,rear,20.0,27.0,4.0,2.0,54.5,184.4,72.8,112.2,4.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
780,52200.0,Coupe,Petrol,Automatic,300.0,3.0,295.0,6.0,all,19.0,27.0,4.0,2.0,54.5,184.4,72.8,112.2,4.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
781,86000.0,Coupe,Petrol,Automatic,444.0,5.0,428.0,8.0,rear,17.0,24.0,2.0,2.0,51.6,176.0,74.2,103.2,4.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
790,83900.0,Convertible,Petrol,Automatic,444.0,5.0,428.0,8.0,all,16.0,24.0,2.0,2.0,51.6,176.0,74.2,103.2,4.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
794,89500.0,SUV,Petrol,Automatic,550.0,5.0,516.0,8.0,all,15.0,21.0,5.0,4.0,65.7,187.5,81.5,113.2,8.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
802,56000.0,SUV,Petrol,Automatic,246.0,2.0,269.0,4.0,all,22.0,27.0,5.0,4.0,65.5,186.9,81.5,113.2,8.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
803,52400.0,SUV,Petrol,Automatic,246.0,2.0,269.0,4.0,all,22.0,27.0,5.0,4.0,65.5,186.9,81.5,113.2,8.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
820,54000.0,SUV,Petrol,Automatic,246.0,2.0,269.0,4.0,all,22.0,27.0,5.0,4.0,65.5,186.9,81.5,113.2,8.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
821,50900.0,SUV,Petrol,Automatic,246.0,2.0,269.0,4.0,all,22.0,27.0,5.0,4.0,65.5,186.9,81.5,113.2,8.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
846,90995.0,Sedan,Petrol,Manual,668.0,6.2,659.0,8.0,rear,13.0,21.0,5.0,4.0,56.6,194.9,74.1,116.0,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
847,50995.0,Sedan,Petrol,Automatic,360.0,3.0,405.0,6.0,rear,18.0,26.0,5.0,4.0,57.2,193.8,74.1,116.0,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
848,60495.0,Sedan,Petrol,Manual,472.0,3.6,445.0,6.0,rear,15.0,23.0,5.0,4.0,56.0,187.6,71.4,109.3,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
849,46590.0,Sedan,Petrol,Automatic,325.0,2.7,380.0,4.0,rear,20.0,29.0,5.0,4.0,56.0,187.2,71.4,109.3,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
852,152195.0,SUV,Petrol,Automatic,682.0,6.2,653.0,8.0,all,11.0,16.0,7.0,5.0,76.4,211.9,81.1,134.1,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
860,110000.0,SUV,Petrol,Automatic,668.0,6.2,659.0,8.0,all,13.0,16.0,7.0,4.0,76.4,227.0,81.0,134.1,8.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
880,42695.0,Sedan,Petrol,Automatic,237.0,2.0,258.0,4.0,rear,23.0,32.0,5.0,4.0,57.2,193.8,74.1,116.0,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
881,40195.0,SUV,Petrol,Automatic,235.0,2.0,258.0,4.0,all,22.0,29.0,5.0,4.0,64.1,181.1,76.7,109.4,6.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
882,42090.0,SUV,Petrol,Automatic,235.0,2.0,258.0,4.0,all,22.0,29.0,5.0,4.0,64.1,181.1,76.7,109.4,6.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
883,40790.0,SUV,Petrol,Automatic,235.0,2.0,258.0,4.0,all,22.0,29.0,5.0,4.0,64.1,181.1,76.7,109.4,6.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
884,36295.0,SUV,Petrol,Automatic,235.0,2.0,258.0,4.0,all,22.0,29.0,5.0,4.0,63.21,181.1,76.7,109.4,6.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
887,38195.0,Sedan,Petrol,Automatic,235.0,2.0,258.0,4.0,rear,23.0,33.0,5.0,4.0,57.2,193.8,74.1,116.0,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
888,38590.0,Sedan,Petrol,Automatic,237.0,2.0,258.0,4.0,rear,23.0,34.0,5.0,4.0,56.0,187.2,71.4,109.3,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
893,42990.0,Sedan,Petrol,Automatic,235.0,2.0,258.0,4.0,rear,23.0,32.0,5.0,4.0,57.2,193.8,74.1,116.0,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
894,42990.0,Sedan,Petrol,Automatic,235.0,2.0,258.0,4.0,rear,23.0,32.0,5.0,4.0,57.2,193.8,74.1,116.0,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
895,41790.0,Sedan,Petrol,Automatic,235.0,2.0,258.0,4.0,rear,23.0,32.0,5.0,4.0,57.2,193.8,74.1,116.0,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
901,45100.0,SUV,Petrol,Automatic,246.0,2.0,269.0,4.0,all,19.0,23.0,5.0,4.0,68.0,181.0,75.0,107.9,8.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
902,69200.0,SUV,Petrol,Automatic,335.0,3.0,354.0,6.0,all,20.0,26.0,5.0,4.0,66.2,188.9,80.3,113.1,9.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
915,146230.0,SUV,Petrol,Automatic,394.0,2.0,407.0,4.0,all,33.0,39.0,7.0,5.0,79.0,201.0,84.0,121.0,12.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
916,139870.0,SUV,Hybrid,Automatic,394.0,2.0,407.0,4.0,all,33.0,39.0,7.0,5.0,79.0,201.0,84.0,121.0,12.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
932,112200.0,SUV,Petrol,Automatic,395.0,3.0,406.0,6.0,all,18.0,23.0,5.0,4.0,77.7,197.6,79.1,119.0,8.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
933,66100.0,SUV,Petrol,Automatic,395.0,3.0,406.0,6.0,all,18.0,23.0,5.0,4.0,77.7,197.6,79.1,119.0,8.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
934,69100.0,SUV,Petrol,Automatic,395.0,3.0,406.0,6.0,all,18.0,23.0,5.0,4.0,77.7,197.6,79.1,119.0,8.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
935,72300.0,SUV,Petrol,Automatic,395.0,3.0,406.0,6.0,all,18.0,23.0,5.0,4.0,77.7,197.6,79.1,119.0,8.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
936,111300.0,SUV,Petrol,Automatic,518.0,5.0,461.0,6.0,all,14.0,19.0,5.0,4.0,77.4,197.6,79.1,119.0,8.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
937,115000.0,SUV,Petrol,Automatic,518.0,5.0,461.0,6.0,all,15.0,19.0,5.0,4.0,77.5,180.5,79.1,101.9,8.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
938,154000.0,SUV,Petrol,Automatic,523.0,4.4,553.0,8.0,all,22.0,28.0,5.0,4.0,74.0,207.0,81.0,126.0,8.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
939,164000.0,SUV,Petrol,Automatic,523.0,4.4,553.0,8.0,all,16.0,21.0,5.0,4.0,74.0,199.0,81.0,118.0,8.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
958,107900.0,SUV,Petrol,Automatic,518.0,5.0,461.0,8.0,all,15.0,19.0,5.0,4.0,77.5,180.4,79.1,101.9,8.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
960,753000.0,SUV,Petrol,Automatic,355.0,3.0,369.0,6.0,all,19.0,25.0,6.0,4.0,73.0,195.1,78.7,115.1,11.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
965,98090.0,SUV,Petrol,Automatic,510.0,3.0,500.0,6.0,all,14.0,19.0,7.0,4.0,79.6,226.7,94.0,130.0,8.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
966,62490.0,SUV,Petrol,Automatic,420.0,3.0,468.0,6.0,rear,17.0,23.0,8.0,5.0,79.6,226.7,94.0,130.0,8.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
967,71080.0,SUV,Petrol,Automatic,420.0,3.0,468.0,6.0,all,17.0,23.0,8.0,5.0,79.6,226.7,94.0,130.0,10.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
968,68080.0,SUV,Petrol,Automatic,420.0,3.0,468.0,6.0,rear,17.0,23.0,8.0,5.0,79.6,226.7,94.0,130.0,10.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
971,38300.0,SUV,Unknown,Automatic,285.0,3.6,260.0,6.0,all,17.0,22.0,5.0,4.0,75.0,218.0,73.8,137.3,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
977,77220.0,SUV,Petrol,Automatic,420.0,3.0,468.0,6.0,all,15.0,20.0,8.0,5.0,79.6,226.7,83.6,130.0,10.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
978,74220.0,SUV,Petrol,Automatic,420.0,3.0,468.0,6.0,rear,17.0,23.0,8.0,5.0,79.6,226.7,83.6,130.0,8.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
979,71080.0,SUV,Petrol,Automatic,420.0,3.0,468.0,6.0,all,15.0,20.0,8.0,5.0,79.6,226.7,94.0,130.0,8.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
980,68080.0,SUV,Petrol,Automatic,420.0,3.0,468.0,6.0,rear,17.0,23.0,8.0,5.0,79.6,226.7,94.0,130.0,8.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
983,65490.0,SUV,Petrol,Automatic,420.0,3.0,468.0,6.0,all,15.0,20.0,8.0,5.0,79.6,226.7,94.0,130.0,8.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
984,62490.0,SUV,Petrol,Automatic,420.0,3.0,468.0,6.0,rear,17.0,23.0,8.0,5.0,79.6,226.7,94.0,130.0,8.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
988,65760.0,SUV,Hybrid,Automatic,375.0,2.0,470.0,4.0,all,17.0,23.0,5.0,4.0,70.9,193.5,77.5,116.7,10.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
989,104840.0,SUV,Petrol,Automatic,510.0,3.0,500.0,6.0,all,14.0,19.0,7.0,4.0,79.6,226.7,94.0,130.0,8.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
992,93990.0,SUV,Petrol,Automatic,510.0,3.0,500.0,6.0,all,14.0,19.0,7.0,4.0,79.6,226.7,94.0,130.0,8.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
993,89990.0,SUV,Petrol,Automatic,510.0,3.0,500.0,6.0,all,14.0,19.0,7.0,4.0,79.6,226.7,94.0,130.0,8.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
994,110990.0,SUV,Petrol,Automatic,510.0,3.0,500.0,6.0,all,14.0,19.0,7.0,4.0,75.6,226.7,83.6,130.0,10.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
995,98090.0,SUV,Petrol,Automatic,510.0,3.0,500.0,6.0,all,14.0,19.0,7.0,4.0,79.6,226.7,94.0,130.0,8.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
996,91490.0,SUV,Petrol,Automatic,510.0,3.0,500.0,6.0,all,14.0,19.0,7.0,4.0,79.6,226.7,94.0,130.0,8.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
